"전철역코드","외부코드","전철역명","호선","정류장명","정류장ID","X좌표","Y좌표"
"0260","234-4","까치산","2","까치산전철역","16191","186481","448022"
"2519","518","까치산","5","까치산전철역","16191","186481","448022"
"2645","644","석계","6","물류센터","11282","205674","457484"
"2547","546","광나루","5","광나루역","05171","209123","449577"
"2547","546","광나루","5","광나루역","05170","209130","449520"
"0211","211","성수","2","성수역","04240","204740","449553"
"2644","643","돌곶이","6","장위2동주민센터","08207","204903","456951"
"2633","632","버티고개","6","송도병원앞","02198","200654","450084"
"0311","321","연신내","3","연신내역","12184","192952","457614"
"2615","614","연신내","6","연신내역","12184","192952","457614"
"2518","517","화곡","5","현대주유소","16205","185946","449033"
"0244","211-1","용답","2","사근동벽산아파트","04234","204411","451191"
"0231","231","신대방","2","신대방역","20208","192241","443133"
"2550","549","길동","5","천동초교입구사거리","25311","212462","448953"
"1002","134","남영","1","남영역","03111","197498","449137"
"2742","740","장승배기","7","상도2동파출소앞","20197","194629","444941"
"2546","545","아차산","5","어린이대공원후문아차산역","05007","207886","450332"
"0318","328","안국","3","인사동종로경찰서","01200","198609","452920"
"4110","910","염창","9","염창동우체국","16101","188969","449750"
"0223","223","교대","2","지하철3호선교대역","22161","201222","443602"
"0330","340","교대","3","지하철3호선교대역","22161","201222","443602"
"0313","323","녹번","3","녹번역","12369","194307","455807"
"2531","530","애오개","5","아현초등학교","14010","196231","450602"
"2531","530","애오개","5","아현초등학교","14009","196210","450512"
"2531","530","애오개","5","마포경찰서","14008","196052","450145"
"2530","529","공덕","5","공덕역","14004","195702","449450"
"2627","626","공덕","6","공덕역","14004","195702","449450"
"0418","418","성신여대입구","4","돈암시장입구","08305","201461","454719"
"1821","145","온수","1","온수동종점","17295","184200","443629"
"2752","750","온수","7","온수동종점","17295","184200","443629"
"2820","819","장지","8","장지8단지앞","24452","211274","442085"
"2820","819","장지","8","장지동상가앞","24453","211249","442092"
"2617","616","새절","6","새절역숭실고입구","12169","192358","454633"
"0219","219","삼성","2","무역센터삼성역","23251","205415","445396"
"2720","718","먹골","7","먹골역입구","07383","206684","456905"
"4119","919","흑석","9","흑석2동명수대현대아파트","20224","196875","445368"
"2825","824","신흥","8","종합시장","48017","212979","437963"
"0335","345","대치","3","은마아파트","23233","205560","444024"
"2624","623","상수","6","극동방송","14230","193211","449997"
"4119","919","흑석","9","중앙대학교","20195","196598","445455"
"2824","823","단대오거리","8","미도아파트성남세무서","48044","213752","438600"
"0434","434","남태령","4","남태령역","21163","198857","440855"
"1763","445","수리산","4","5단지입구도장파출소앞","40110","193463","427960"
"2742","740","장승배기","7","장승배기역","20151","194565","445031"
"2543","542","답십리","5","답십리역경우회매장입구","06346","204716","452008"
"2827","826","모란","8","모란역","49005","211408","436950"
"1853","K225","모란","B","모란역","49005","211408","436950"
"0410","410","상계","4","상계중앙시장입구","11222","206257","462102"
"0156","126","신설동","1","신설동역","06008","202273","452770"
"0246","211-4","신설동","2","신설동역","06008","202273","452770"
"4116","916","샛강","9","지적공사","19153","193564","446614"
"2748","746","가산디지털단지","7","가산동기점","18754","189802","442564"
"1702","P142","가산디지털단지","1","가산동기점","18754","189802","442564"
"0206","206","신당","2","중앙시장앞(박정희대통령가옥)","02182","201722","451778"
"2636","635","신당","6","중앙시장앞(박정희대통령가옥)","02182","201722","451778"
"0206","206","신당","2","성동고등학교","02184","201992","451744"
"0222","222","강남","2","강남역","22339","202374","444233"
"2641","640","고려대","6","고대앞삼거리","06173","203247","454431"
"2530","529","공덕","5","공덕시장","14141","195859","449439"
"2627","626","공덕","6","공덕시장","14141","195859","449439"
"2640","639","안암","6","개운사입구","08304","202602","454036"
"0232","232","구로디지털단지","2","구로디지털단지역","21001","191313","442630"
"0337","347","대청","3","대청역","23397","206977","443762"
"0327","337","신사","3","신사역사거리","22186","201685","446364"
"1018","120","석계","1","석계역","08332","205776","457131"
"2645","644","석계","6","석계역","08332","205776","457131"
"1007","140","신도림","1","신도림역","17002","190191","445561"
"0234","234","신도림","2","신도림역","17002","190191","445561"
"0151","132","시청","1","시청앞","02135","197933","451643"
"0201","201","시청","2","시청앞","02135","197933","451643"
"0151","132","시청","1","시청앞","02132","197893","451475"
"0201","201","시청","2","시청앞","02132","197893","451475"
"0201","201","시청","2","시청앞","02131","197873","451396"
"1032","138","신길","1","대윤병원","19229","192751","446127"
"2526","525","신길","5","대윤병원","19229","192751","446127"
"0317","327","경복궁","3","적선동","01127","197437","452918"
"1453","438","과천","4","과천도서관","37016","199534","436886"
"0327","337","신사","3","신사역사거리","23109","201727","446404"
"2516","515","발산","5","그랜드마트발산점","16337","185790","451145"
"0411","411","노원","4","상계주공6단지","11255","205396","461511"
"2715","713","노원","7","상계주공6단지","11255","205396","461511"
"0206","206","신당","2","성동고등학교","02183","201949","451785"
"0206","206","신당","2","중앙시장앞(박정희대통령가옥)","02181","201657","451804"
"2636","635","신당","6","중앙시장앞(박정희대통령가옥)","02181","201657","451804"
"2636","635","신당","6","동대문운동장","02179","201393","452094"
"2636","635","신당","6","충무아트홀중앙소방서(박정희대통령가옥)","02178","201303","451725"
"2514","513","송정","5","제과점앞","16326","183198","451234"
"0260","234-4","까치산","2","화곡동백구사","16193","186103","448137"
"2745","743","신풍","7","신풍역","19241","191990","444617"
"2745","743","신풍","7","신풍역","19249","192051","444661"
"2745","743","신풍","7","신길주유소","19248","191900","444336"
"0231","231","신대방","2","신대방역","21225","192243","442996"
"0336","346","학여울","3","쌍용아파트","23240","206141","444302"
"2716","714","중계","7","상계주공1단지","11246","205545","460840"
"1006","139","영등포","1","영등포역","19005","191658","446291"
"2714","712","마들","7","상계주공11단지","11268","205061","462858"
"2644","643","돌곶이","6","돌곶이역","08142","204963","456783"
"0153","130","종로3가","1","종로3가","01194","199112","452333"
"0319","329","종로3가","3","종로3가","01194","199112","452333"
"2535","534","종로3가","5","종로3가","01194","199112","452333"
"2711","709","장암","7","도봉차량기지","61061","204527","466995"
"2711","709","장암","7","도봉차량기지","61060","204538","466952"
"2745","743","신풍","7","우성2차아파트","19363","192106","444425"
"0410","410","상계","4","상계역","11392","206450","462182"
"2619","618","디지털미디어시티","6","수색전철역","14296","191148","452856"
"2727","725","군자","7","한국투자신탁앞","05103","206852","451084"
"2727","725","군자","7","메리놀교회앞","05104","206859","451070"
"2550","549","길동","5","길동역","25241","212384","448694"
"2644","643","돌곶이","6","돌곶이역","08209","205081","456738"
"2726","724","중곡","7","중곡역","05133","207470","451843"
"2544","543","장한평","5","장한평","06155","205932","451316"
"0215","215","잠실나루","2","성내역","24129","209232","446542"
"0216","216","잠실","2","잠실중학교","24131","208861","446353"
"2817","816","송파","8","잠실여고후문","24456","209869","444793"
"0248","234-2","양천구청","2","양천구청역","15209","188198","445934"
"4106","906","양천향교","9","가양사거리","16333","185943","452014"
"2716","714","중계","7","중계역","11373","205766","460379"
"0230","230","신림","2","패션문화의거리입구","21152","193732","443001"
"2743","741","신대방삼거리","7","대림초등학교","20146","193469","444497"
"2749","747","철산","7","철산역","38125","188250","441860"
"2744","742","보라매","7","동작세무서","20005","192945","444307"
"2543","542","답십리","5","동부자동차매매시장","06345","204552","452165"
"4103","903","공항시장","9","공항시장","16118","183096","451418"
"4103","903","공항시장","9","공항시장","16119","183135","451476"
"0234","234","신도림","2","신도림역","17101","190489","445245"
"0430","430","이촌","4","이촌역","03263","197826","446975"
"1008","K111","이촌","K","이촌역","03263","197826","446975"
"0157","125","제기동","1","제기역약령시장","06106","203208","453166"
"1455","440","인덕원","4","인덕원사거리인덕원역","56037","197822","433711"
"1455","440","인덕원","4","인덕원사거리인덕원역","56610","198013","433713"
"2530","529","공덕","5","한국산업인력공단","14180","195522","449442"
"2627","626","공덕","6","한국산업인력공단","14180","195522","449442"
"2626","625","대흥","6","대흥역","14176","195010","449724"
"2721","719","중화","7","지하철7호선중화역","07256","207075","455774"
"2743","741","신대방삼거리","7","대림초등학교","20145","193500","444469"
"2744","742","보라매","7","서울공업고등학교","20144","193066","444509"
"0312","322","불광","3","불광역질병관리본부","12254","194051","456667"
"2611","610","응암","6","응암역신사오거리","12130","192505","455503"
"2750","748","광명사거리","7","광명사거리","38026","187088","442174"
"2750","748","광명사거리","7","광명사거리역","38008","187139","442307"
"2750","748","광명사거리","7","광명초교","38011","187215","442439"
"2749","747","철산","7","철산역","38109","188257","441664"
"4106","906","양천향교","9","양천향교입구","16226","185996","452313"
"2717","715","하계","7","한성여객종점","11428","206199","459792"
"1002","134","남영","1","남영역","03130","197441","449045"
"1707","P148","명학","1","문예회관","57045","194103","431632"
"1707","P148","명학","1","문예회관","57047","194139","431650"
"0335","345","대치","3","대치역","23230","205505","443826"
"1704","P145","석수","1","석수역","18170","191444","437360"
"2518","517","화곡","5","화곡전철역","16147","185760","449075"
"0157","125","제기동","1","제기역","06364","203076","453235"
"0418","418","성신여대입구","4","삼선동주민센터","08176","201300","454575"
"1005","137","대방","1","대방역","20108","193484","445901"
"0228","228","서울대입구","2","봉천동중앙시장","21138","195917","442632"
"0240","240","신촌","2","신촌로터리","14205","194319","450510"
"0339","349","수서","3","수서역","23408","209007","443059"
"1030","K221","수서","B","수서역","23408","209007","443059"
"0313","323","녹번","3","녹번역","12363","194143","455736"
"0228","228","서울대입구","2","봉천동중앙시장","21131","195953","442612"
"1956","312","정발산","3","일산동구청","36694","180124","461983"
"1956","312","정발산","3","일산동구청","36695","180081","462037"
"0310","320","구파발","3","구파발역","12373","192862","459553"
"0310","320","구파발","3","구파발역","12736","192823","459571"
"0230","230","신림","2","신림사거리","21153","193782","442578"
"0221","221","역삼","2","역삼역","23281","203258","444666"
"2646","645","태릉입구","6","태릉입구역","11105","206581","457544"
"2719","717","태릉입구","7","태릉입구역","11105","206581","457544"
"2646","645","태릉입구","6","태릉입구역","11106","206620","457518"
"2719","717","태릉입구","7","태릉입구역","11106","206620","457518"
"0151","132","시청","1","서소문","02133","197782","451524"
"0201","201","시청","2","서소문","02133","197782","451524"
"0219","219","삼성","2","한국무역센터","23199","205490","445638"
"2824","823","단대오거리","8","미도아파트성남세무서","48047","213723","438602"
"2816","815","석촌","8","석촌동한솔아파트","24181","209336","444977"
"0331","341","남부터미널","3","남부터미널","22157","201369","442809"
"1851","K223","가천대","B","경원대학교","48069","211189","438936"
"2546","545","아차산","5","어린이대공원후문아차산역","05006","207966","450197"
"1007","140","신도림","1","신도림역","17001","190269","445625"
"0234","234","신도림","2","신도림역","17001","190269","445625"
"2612","611","역촌","6","역촌역역촌오거리","12138","193156","456382"
"2522","521","오목교","5","오목교역청학스포츠타운","15170","189008","447131"
"1018","120","석계","1","석계역","08333","205770","457119"
"2645","644","석계","6","석계역","08333","205770","457119"
"2646","645","태릉입구","6","태릉입구역4번출구","11103","206639","457784"
"2719","717","태릉입구","7","태릉입구역4번출구","11103","206639","457784"
"0217","217","잠실새내","2","신천역4번출구","24158","207470","445779"
"0218","218","종합운동장","2","잠실운동장","24144","206373","445746"
"0219","219","삼성","2","한국무역센타삼성역","23201","205479","445477"
"0222","222","강남","2","강남역하나은행","23284","202639","444380"
"0222","222","강남","2","강남역세무서앞","23287","202578","444304"
"0224","224","서초","2","서초역","22379","200694","443488"
"2740","738","숭실대입구","7","숭실대입구역","20166","195910","444118"
"1706","P147","안양","1","대동문고","57601","192871","433555"
"1022","116","창동","1","창동역서측","10234","204071","461417"
"0412","412","창동","4","창동역서측","10234","204071","461417"
"1022","116","창동","1","창동역서측","10233","204090","461421"
"0412","412","창동","4","창동역서측","10233","204090","461421"
"2630","629","녹사평","6","녹사평역","03186","198705","448400"
"0247","234-1","도림천","2","진주두래아파트","19427","189853","446325"
"0247","234-1","도림천","2","현대3차아파트","19428","189829","446320"
"2817","816","송파","8","송파역","24007","209889","444539"
"4114","914","국회의사당","9","국민은행","19132","192777","447661"
"0229","229","봉천","2","관악초등학교","21119","194982","442516"
"0314","324","홍제","3","홍제역","13623","195097","454305"
"2746","744","대림","7","대동초등학교","19271","191043","443868"
"2718","716","공릉","7","공릉신도2차아파트","11778","206321","458415"
"0315","325","무악재","3","무악재역","13249","195538","453761"
"4111","911","신목동","9","목동소방파출소","15360","189724","449266"
"4110","910","염창","9","도시가스사업소","15130","188931","449702"
"2720","718","먹골","7","먹골역입구","07384","206706","456908"
"2732","730","강남구청","7","삼성동서광아파트","23205","203767","446424"
"2625","624","광흥창","6","광흥창역서강동주민센터","14200","193984","449869"
"0202","202","을지로입구","2","명동국민은행앞","02253","198463","451668"
"2554","553","상일동","5","상일동역","25132","214945","450838"
"4107","907","가양","9","가양3동도시개발8단지아파트","16134","187263","451380"
"0150","133","서울","1","남대문경찰서","02218","197748","450461"
"0426","426","서울","4","남대문경찰서","02218","197748","450461"
"2537","536","동대문역사문화공원","5","퇴계로6가","02206","200339","451570"
"1016","122","외대앞","1","외대역","06649","205488","455104"
"1016","122","외대앞","1","외대역","06653","205533","455105"
"1016","122","외대앞","1","이경시장","06295","205740","455084"
"0150","133","서울","1","후암3거리","03199","197931","450340"
"1454","439","정부과천청사","4","과천전화국","37002","199273","436584"
"2545","544","군자","5","능동우편취급소앞","05254","206853","450736"
"2727","725","군자","7","능동우편취급소앞","05254","206853","450736"
"0432","432","총신대입구(이수)","4","사당1동중앙시장앞","20185","198249","442827"
"2738","736","총신대입구(이수)","7","사당1동중앙시장앞","20185","198249","442827"
"0150","133","서울","1","숭례문시청방향","02123","197677","450942"
"0426","426","서울","4","숭례문시청방향","02123","197677","450942"
"0316","326","독립문","3","독립문역","13132","196334","452670"
"0315","325","무악재","3","안산초교무악재역","13130","195706","453455"
"4107","907","가양","9","등촌3동주공8단지아파트","16302","186988","451327"
"0321","331","충무로","3","매일경제","02242","199414","451345"
"0423","423","충무로","4","매일경제","02242","199414","451345"
"2525","524","영등포시장","5","신화병원","19121","191618","447237"
"2525","524","영등포시장","5","신화병원","19122","191652","447277"
"1018","120","석계","1","석계역1번출구","11457","205734","457246"
"2645","644","석계","6","석계역1번출구","11457","205734","457246"
"0413","413","쌍문","4","쌍문역","10126","203020","460864"
"2530","529","공덕","5","공덕오거리","14150","195843","449265"
"2627","626","공덕","6","공덕오거리","14150","195843","449265"
"2747","745","남구로","7","남구로역","17121","189969","442895"
"0224","224","서초","2","서초역","22136","200771","443615"
"0338","348","일원","3","삼성서울병원정문","23386","207340","443019"
"2553","552","고덕","5","명일동신동아아파트","25289","213446","450608"
"2553","552","고덕","5","명일동신동아아파트","25290","213417","450575"
"0249","234-3","신정네거리","2","신정4동경서농협","15283","187191","446902"
"2723","721","면목","7","지하철7호선면목역","07228","207804","454324"
"2817","816","송파","8","잠실여고후문","24209","209924","444799"
"2730","728","뚝섬유원지","7","신양초등학교앞","05222","206018","448293"
"4111","911","신목동","9","용왕산","15144","189529","449615"
"2751","749","천왕","7","오류2동주민센터","17204","185820","443074"
"0210","210","뚝섬","2","뚝섬역4번출구","04239","204363","449695"
"0210","210","뚝섬","2","뚝섬역1번출구","04237","204114","449796"
"0210","210","뚝섬","2","뚝섬역8번출구","04236","204105","449763"
"1751","444","산본","4","주공12단지","40101","194339","428612"
"1751","444","산본","4","군포시청","40139","194088","428975"
"2560","P554","거여","5","하나웨딩홀","24284","212824","443858"
"2619","618","디지털미디어시티","6","수색전철역6호선앞","12319","191283","453200"
"0411","411","노원","4","롯데백화점노원점","11212","205490","461691"
"2715","713","노원","7","롯데백화점노원점","11212","205490","461691"
"1958","310","대화","3","예비군훈련장","36262","177627","464279"
"2542","541","마장","5","성동노인복지관","04118","203675","451717"
"0413","413","쌍문","4","쌍문역","10124","203010","460938"
"1903","113","도봉산","1","도봉회관","10154","203884","465291"
"0241","241","이대","2","이대역","14209","195232","450703"
"0241","241","이대","2","대흥교회","14211","195235","450526"
"2714","712","마들","7","상계주공12단지","11273","205073","463003"
"0411","411","노원","4","도봉면허시험장","11185","205296","461965"
"2715","713","노원","7","도봉면허시험장","11185","205296","461965"
"0205","205","동대문역사문화공원","2","동대문운동장","02174","200779","451973"
"0422","422","동대문역사문화공원","4","동대문운동장","02174","200779","451973"
"0205","205","동대문역사문화공원","2","을지로6가","02169","200565","451843"
"0422","422","동대문역사문화공원","4","을지로6가","02169","200565","451843"
"2537","536","동대문역사문화공원","5","을지로6가","02169","200565","451843"
"0204","204","을지로4가","2","중구청앞","02164","199837","451698"
"0212","212","건대입구","2","건대입구역","05217","205945","449042"
"0414","414","수유","4","수유역강북구청","09249","202212","459791"
"2735","733","반포","7","고속터미널","22211","200828","445205"
"0228","228","서울대입구","2","봉천사거리","21121","195994","442321"
"2611","610","응암","6","응암역신사오거리","12178","192549","455401"
"0212","212","건대입구","2","건대입구역사거리","05232","206345","449179"
"2729","727","건대입구","7","건대입구역사거리","05232","206345","449179"
"0420","420","혜화","4","혜화역마로니에공원","01220","200203","453512"
"0207","207","상왕십리","2","양지시장","04113","202673","451709"
"0207","207","상왕십리","2","양지시장","04114","202647","451773"
"4103","903","공항시장","9","공항동국민은행","16120","183300","451610"
"2522","521","오목교","5","목동대학학원","15167","188814","447283"
"0150","133","서울","1","서울역","02643","197557","450603"
"0426","426","서울","4","서울역","02643","197557","450603"
"0260","234-4","까치산","2","까치산전철역","16192","186408","448098"
"2519","518","까치산","5","까치산전철역","16192","186408","448098"
"0250","211-3","용두","2","동대문구청앞","06166","203357","452889"
"2735","733","반포","7","반포주공3단지","22184","201088","445451"
"0238","238","합정","2","합정역","14119","192429","449905"
"2623","622","합정","6","합정역","14119","192429","449905"
"0316","326","독립문","3","독립문역","01166","196263","452815"
"0315","325","무악재","3","무악재역","13129","195634","453641"
"0313","323","녹번","3","녹번역","12125","194117","455738"
"1901","115","방학","1","도봉구청","10133","204088","463261"
"2554","553","상일동","5","고덕종합상가","25134","214552","450776"
"0249","234-3","신정네거리","2","신정네거리역","15250","187054","446853"
"2723","721","면목","7","지하철7호선면목역","07170","207705","454405"
"2821","820","복정","8","복정역","24410","211124","441196"
"1031","K222","복정","B","복정역","24410","211124","441196"
"0243","243","충정로","2","종근당","02107","196863","451115"
"2532","531","충정로","5","종근당","02107","196863","451115"
"0238","238","합정","2","합정역","14814","192469","450038"
"2623","622","합정","6","합정역","14814","192469","450038"
"0159","127","동묘앞","1","동대문역","01772","201289","452596"
"2637","636","동묘앞","6","동대문역","01772","201289","452596"
"0159","127","동묘앞","1","동대문역","01773","201265","452544"
"2637","636","동묘앞","6","동대문역","01773","201265","452544"
"0229","229","봉천","2","봉천역","21258","194879","442627"
"2625","624","광흥창","6","신수중학교","14237","194058","449553"
"0339","349","수서","3","수서역","23402","208910","443217"
"1030","K221","수서","B","수서역","23402","208910","443217"
"2646","645","태릉입구","6","공릉초등학교","11108","206493","457680"
"2719","717","태릉입구","7","공릉초등학교","11108","206493","457680"
"2721","719","중화","7","지하철7호선중화역","07255","207065","455795"
"2521","520","목동","5","목동역목동오거리","15285","187874","447400"
"2522","521","오목교","5","오목교역","15173","189124","447190"
"2522","521","오목교","5","오목교역","15168","189124","447227"
"2549","548","강동","5","강동성심병원현강여자정보고등학교","25225","211952","448663"
"2750","748","광명사거리","7","한진아파트","38025","187022","441994"
"2821","820","복정","8","복정역","24658","211277","441266"
"1031","K222","복정","B","복정역","24658","211277","441266"
"0419","419","한성대입구","4","삼선교성북문화원","08237","200513","454386"
"2557","P551","방이","5","오금동대림아파트","24264","211302","445397"
"2821","820","복정","8","복정역1번출구","24305","211245","441446"
"1031","K222","복정","B","복정역1번출구","24305","211245","441446"
"0430","430","이촌","4","이촌동한강맨션","03218","197602","446738"
"1008","K111","이촌","K","이촌동한강맨션","03218","197602","446738"
"2725","723","용마산","7","방약국앞","07184","207577","452952"
"2552","551","명일","5","명일역","25234","212697","450082"
"2552","551","명일","5","명일역","25235","212723","450045"
"2550","549","길동","5","길동역","25240","212367","448733"
"0432","432","총신대입구(이수)","4","태평백화점이수역","20226","198424","443277"
"2738","736","총신대입구(이수)","7","태평백화점이수역","20226","198424","443277"
"1801","143","개봉","1","개봉역","17871","187336","443811"
"1004","136","노량진","1","노량진역","20114","194876","446002"
"4117","917","노량진","9","노량진역","20114","194876","446002"
"1903","113","도봉산","1","도봉산역","10002","204034","465463"
"2712","710","도봉산","7","도봉산역","10002","204034","465463"
"0412","412","창동","4","창동역동측도봉방면","10266","204405","461550"
"2555","P549","둔촌동","5","둔촌동역","25247","212067","447580"
"1851","K223","가천대","B","경원대학교","48019","211231","438839"
"0419","419","한성대입구","4","한성대입구","08238","200677","454376"
"0335","345","대치","3","대치역강남구민회관","23239","205685","443711"
"0210","210","뚝섬","2","뚝섬역3번5번출구","04238","204294","449682"
"1006","139","영등포","1","신세계백화점","19112","191712","446457"
"0223","223","교대","2","지하철3호선교대역","22101","201256","443599"
"0330","340","교대","3","지하철3호선교대역","22101","201256","443599"
"0329","339","고속터미널","3","강남고속버스터미널","22794","200508","445193"
"2736","734","고속터미널","7","강남고속버스터미널","22794","200508","445193"
"4123","923","고속터미널","9","강남고속버스터미널","22794","200508","445193"
"1955","313","마두","3","마두역","36685","180393","461379"
"1018","120","석계","1","석계역굴다리앞","08146","205781","457191"
"2645","644","석계","6","석계역굴다리앞","08146","205781","457191"
"2748","746","가산디지털단지","7","가산동종점","18753","189790","442579"
"1702","P142","가산디지털단지","1","가산동종점","18753","189790","442579"
"2750","748","광명사거리","7","광명사거리역","38610","187294","442185"
"0231","231","신대방","2","신대방역","21224","192307","443024"
"0237","237","당산","2","당산역","19177","191239","448156"
"4113","913","당산","9","당산역","19177","191239","448156"
"0152","131","종각","1","종로1가","01190","198360","452319"
"2640","639","안암","6","안암전철역","08302","202675","454094"
"0250","211-3","용두","2","동대문구청","06017","203533","452662"
"1950","318","삼송","3","삼송전철역","35120","190653","461542"
"2628","627","효창공원앞","6","효창공원역","03242","196558","448815"
"0245","211-2","신답","2","신답역명문예식장","04268","204236","452230"
"2720","718","먹골","7","묵동삼거리","07104","206838","457019"
"0220","220","선릉","2","선릉역","23218","204457","445087"
"1023","K215","선릉","B","선릉역","23218","204457","445087"
"2631","630","이태원","6","해밀턴호텔","03191","199396","448314"
"2618","617","증산","6","증산역증산동주민센터","12364","191993","453809"
"0228","228","서울대입구","2","봉천사거리","21104","195668","442473"
"2720","718","먹골","7","묵2동주민센터","07385","206713","456707"
"0428","428","삼각지","4","삼각지역","03328","197751","448533"
"2629","628","삼각지","6","삼각지역","03328","197751","448533"
"2616","615","구산","6","예일여고","12140","192778","456815"
"2741","739","상도","7","상도터널상도동","20159","195537","444939"
"2641","640","고려대","6","고대앞삼거리","06174","203238","454359"
"0249","234-3","신정네거리","2","신정네거리역","15280","187045","446881"
"0418","418","성신여대입구","4","성신여대입구","08270","201449","454884"
"2533","532","서대문","5","미동초등학교","13240","196913","451611"
"2723","721","면목","7","면목본동주민센터","07173","207780","454114"
"1821","145","온수","1","온수역","17283","184415","443721"
"2752","750","온수","7","온수역","17283","184415","443721"
"4112","912","선유도","9","롯데제과","19213","190771","448638"
"0204","204","을지로4가","2","광장시장","01247","199802","452221"
"2536","535","을지로4가","5","광장시장","01247","199802","452221"
"2617","616","새절","6","새절역숭실고입구","12176","192407","454677"
"0204","204","을지로4가","2","청계5가광장시장","01177","199924","452203"
"2536","535","을지로4가","5","청계5가광장시장","01177","199924","452203"
"2552","551","명일","5","명일역","25233","212721","450307"
"2534","533","광화문","5","광화문","01125","197856","452321"
"2534","533","광화문","5","교보빌딩앞","01119","197997","452510"
"0241","241","이대","2","이화여대입구","13254","195129","450823"
"2723","721","면목","7","지하철7호선면목역","07171","207730","454409"
"2538","537","청구","5","신당동청구역","02190","201152","451086"
"2635","634","청구","6","신당동청구역","02190","201152","451086"
"2538","537","청구","5","신당동청구역","02189","201169","451052"
"2635","634","청구","6","신당동청구역","02189","201169","451052"
"0323","333","약수","3","약수동사거리","02191","200986","450722"
"2634","633","약수","6","약수동사거리","02191","200986","450722"
"2528","527","여의나루","5","여의도공작아파트","19160","193902","447397"
"1006","139","영등포","1","신세계백화점","19111","191725","446428"
"0324","334","금호","3","금호역","04155","201433","449822"
"0212","212","건대입구","2","건대입구역","05230","206024","449051"
"2729","727","건대입구","7","건대입구역","05230","206024","449051"
"2720","718","먹골","7","묵동삼거리","07214","206882","456927"
"0312","322","불광","3","불광초등학교","12294","193899","456915"
"2613","612","불광","6","불광초등학교","12294","193899","456915"
"0223","223","교대","2","교대역3","22134","201150","443801"
"0330","340","교대","3","교대역3","22134","201150","443801"
"1952","316","화정","3","화정전철역","35601","185058","459569"
"1952","316","화정","3","덕양구청","35612","185101","459753"
"2717","715","하계","7","하계장미아파트","11455","205910","459486"
"0154","129","종로5가","1","종로6가","01207","200199","452408"
"1004","136","노량진","1","노량진역","20115","195013","446053"
"0233","233","대림","2","대림역","19264","190859","443686"
"2746","744","대림","7","대림역","19264","190859","443686"
"0233","233","대림","2","대림역","17115","190628","443543"
"2746","744","대림","7","대림역","17115","190628","443543"
"0341","351","경찰병원","3","경찰병원","24378","210821","444099"
"0341","351","경찰병원","3","가락전화국","24377","210824","444050"
"2734","732","논현","7","영동사거리","22183","201713","445688"
"2742","740","장승배기","7","동작문화복지센터","20152","194766","445059"
"2554","553","상일동","5","고덕종합상가","25133","214540","450801"
"0410","410","상계","4","벽산아파트후문","11242","206367","462496"
"4124","924","사평","9","서원초등학교반포고","22196","201429","444906"
"0316","326","독립문","3","독립문역","13250","196140","452891"
"0316","326","독립문","3","독립문역","01165","196200","452884"
"0310","320","구파발","3","구파발역","12111","192861","459566"
"2747","745","남구로","7","남구로역","17133","189937","442771"
"1952","316","화정","3","화정전철역롯데마트","35386","185054","459286"
"1801","143","개봉","1","개봉역","17234","187317","443814"
"2518","517","화곡","5","화곡전철역","16208","185764","449287"
"2518","517","화곡","5","화곡전철역","16207","185834","449249"
"2820","819","장지","8","장지동로터리","24309","211225","442307"
"2820","819","장지","8","장지동로터리","24308","211210","442306"
"2720","718","먹골","7","묵동삼거리","07215","206870","457007"
"0208","208","왕십리","2","성동구청","04112","203174","451525"
"2541","540","왕십리","5","성동구청","04112","203174","451525"
"1013","K116","왕십리","K","성동구청","04112","203174","451525"
"0209","209","한양대","2","한양대정문","04129","203811","450768"
"2823","822","남한산성입구","8","법원앞남한산성입구역","49026","214162","439138"
"2811","810","암사","8","암사역암사청과물도매시장","25156","211269","450022"
"0432","432","총신대입구(이수)","4","태평백화점이수역","20138","198404","443056"
"2738","736","총신대입구(이수)","7","태평백화점이수역","20138","198404","443056"
"0432","432","총신대입구(이수)","4","방배경찰서","20139","198392","442796"
"2738","736","총신대입구(이수)","7","방배경찰서","20139","198392","442796"
"0228","228","서울대입구","2","관악구청","21139","195772","442214"
"1763","445","수리산","4","5단지입구","40111","193484","427934"
"0324","334","금호","3","금옥초등학교앞","04158","201620","449649"
"0235","235","문래","2","문래역","19193","190656","446625"
"0235","235","문래","2","문래역","19192","190659","446643"
"0342","352","오금","3","현대아파트","24249","211179","444884"
"2558","P552","오금","5","현대아파트","24249","211179","444884"
"2727","725","군자","7","용마초등학교","05004","207207","450753"
"0204","204","을지로4가","2","을지로4가","02162","199667","451906"
"2536","535","을지로4가","5","을지로4가","02162","199667","451906"
"0249","234-3","신정네거리","2","신정4거리","15211","186876","446949"
"1016","122","외대앞","1","이문1동주민센터","06303","205740","455336"
"2717","715","하계","7","하계미성아파트","11425","206111","459639"
"4114","914","국회의사당","9","국회의사당","19133","192763","447548"
"2553","552","고덕","5","고덕역","25139","213777","450665"
"2553","552","고덕","5","고덕역","25140","213702","450625"
"1020","118","월계","1","월계사슴아파트2단지","11326","205347","459172"
"1020","118","월계","1","월계사슴아파트3단지","11327","205333","459158"
"2744","742","보라매","7","보라매역","19013","192943","444398"
"2723","721","면목","7","면목복개천","07227","207585","454288"
"2632","631","한강진","6","시립한남직업학교","03161","200282","449078"
